1,6744.595196949995,
1.5,26275.004423830807,
2.0,20570.01193897339,
2.5,13539.423342011316,
3.0,8572.60776446211,
3.5,3866.1299791052443,
4.0,438.5106382420906,
4.5,-2739.726316594166,
5.0,-5574.369758049775,
5.5,-8057.287069332554,
6.0,-10061.559038100942,
6.5,-11057.493742661301,
7.0,-12276.32588484981,
7.5,-13684.403926069655,
8.0,-15083.071421495159,
8.5,-15980.66469029099,
9.0,-16934.320774830885,
9.5,-17415.66960561856,
10.0,-17716.547650973567,
10.5,-18067.97943060358,
11.0,-18234.215339221617,
11.5,-18305.945310107738,
12.0,-18332.293819005925,
12.5,-18363.184165554947,
13.0,-18387.397094440963,
13.5,-19343.584070905967,
14.0,-21909.33503035258,
14.5,-22806.823039904455,
15.0,-22858.64623274027,
15.5,-22859.83650466444,
16.0,-22359.288089650465,
16.5,-21696.676492210743,
17.0,-20615.996594275508,
17.5,-19434.470809143597,
18.0,-18036.21025534665,
18.5,-16552.515119874963,
19.0,-15609.111569164628,
19.5,-14434.797654747843,
20.0,-13037.506211209815,
20.5,-11335.4604095058,
21.0,-9866.815301216235,
21.5,-8225.957993609849,
22.0,-6928.561114401813,
22.5,-5619.853485889481,
23.0,-4262.468799948433,
23.5,-3137.1283807393265,
24.0,-1976.5502853244263,
24.5,-900.9939305262549,
25.0,109.01755509846254,
25.5,1006.2201892016124,
26.0,1890.4140103335142,
26.5,2806.8566308615655,
27.0,3295.913765423904,
27.5,3486.1665887435097,
28.0,3877.7231207287646,
28.5,4061.137536630131,
29.0,4021.0730906282274,
29.5,3633.7371765587836,
30.0,3454.786112788078,
30.5,3191.7211381293664,
31.0,2832.636174153533,
31.5,2771.0647070481914,
32.0,2832.169096856396,
32.5,3131.504356420009,
33.0,3099.138186535051,
33.5,3057.474606678254,
34.0,3059.031933522404,
34.5,3120.26026206321,
35.0,3046.938472828729,
35.5,3240.1343322780563,
36.0,3719.556443041415,
36.5,4010.546020495256,
37.0,4547.020769780359,
37.5,5323.274381725408,
38.0,6244.997610089107,
38.5,7066.04778548452,
39.0,7846.741731939321,
39.5,9126.490692588155,
40.0,10596.095469360009,
40.5,12149.314434409329,
41.0,13849.490691758238,
41.5,15717.675104199356,
42.0,17788.46249600366,
42.5,19713.130160118508,
43.0,21612.028721445524,
43.5,23307.59942187493,
44.0,24834.114650126732,
44.5,26120.328415328797,
45.0,26927.026472865244,
45.5,28030.788475760615,
46.0,29301.057111768292,
46.5,30579.932810553655,
47.0,31998.517625519074,
47.5,33342.09741303371,
48.0,34211.10874455975,
48.5,34848.29486485722,
49.0,35400.275107432826,
49.5,35588.56427173224,
50.0,35591.31087053295,
50.5,35540.30937402695,
51.0,35425.61120470547,
51.5,35234.327280526115,
52.0,34654.98261783383,
52.5,33946.92901415327,
53.0,33064.51683622537,
53.5,31792.32866789959,
54.0,30337.884510592532,
54.5,28672.09357238852,
55.0,26906.34550534114,
55.5,25097.543688645063,
56.0,23628.766386254047,
56.5,22346.59934186275,
57.0,21087.867705636814,
57.5,20191.42287039918,
58.0,18976.57531238537,
58.5,17421.297227233194,
59.0,15711.631179061465,
59.5,13776.595317495618,
60.0,11852.884182144446,
60.5,10115.533953812055,
61.0,8372.638173137258,
61.5,7048.462529094107,
62.0,5994.413355824739,
62.5,4779.044198587065,
63.0,3590.8765854512594,
63.5,2370.123046099643,
64.0,1405.532339269563,
64.5,520.1023411589041,
65.0,-283.03317225433636,
65.5,-1131.128448195364,
66.0,-1503.744237636667,
66.5,-1741.381590684971,
67.0,-1882.7350272905107,
67.5,-2055.8892834392595,
68.0,-2286.3094433517203,
68.5,-2593.3500861865405,
69.0,-2987.788796477252,
69.5,-3132.159494371884,
70.0,-3358.6656588939045,
70.5,-3488.792931677065,
71.0,-3482.3372170186567,
71.5,-3494.8929414495974,
72.0,-3588.0320525454154,
72.5,-3395.683409073903,
73.0,-3172.3394011441137,
73.5,-2980.609819921853,
74.0,-3067.5998415209574,
74.5,-3298.6760664296025,
75.0,-3262.723406760874,
75.5,-3050.827483316289,
76.0,-2460.0492880859197,
76.5,-1849.7617041251694,
77.0,-1108.31111376391,
77.5,-299.6255349052672,
78.0,525.39422586182,
78.5,995.7836315358683,
79.0,1457.0925092557447,
79.5,2159.842534375085,
80.0,3100.8324450733426,
80.5,4059.9307646665566,
81.0,4998.8394047259735,
81.5,6056.915831837235,
82.0,6718.908489916894,
82.5,7327.061374682351,
83.0,7955.622643031875,
83.5,8837.608251492473,
84.0,9712.379668063011,
84.5,10890.409418825999,
85.0,11758.648190789834,
85.5,12850.943411586137,
86.0,14234.198740963795,
86.5,15510.575640280484,
87.0,16862.998121815308,
