1,2.96658940914276
1.5,27.0212892162146
2,0.525180636663843
2.5,7.43038781534047
3,37.9776865673527
3.5,22.2340802958485
4,38.8257842404693
4.5,65.7880522790774
5,39.1988207846853
5.5,10.9287545983568
6,49.9972082353241
6.5,77.5123014986204
7,36.9906004422512
7.5,42.6326187300071
8,54.5401031359337
8.5,86.6756207009442
9,97.6610694164648
9.5,118.480091113793
10,96.6435966578121
10.5,109.120331878726
11,132.097228398636
11.5,131.432076077282
12,121.52488937672
12.5,117.751477354418
13,176.015539957618
13.5,225.561175056561
14,285.717181579314
14.5,247.644010663668
15,288.37228077174
15.5,314.117944943808
16,379.988247017687
16.5,363.963157210089
17,343.043335041077
17.5,346.262664999643
18,313.331599983836
18.5,351.71652277974
19,367.994640646956
19.5,394.301559922863
20,397.517411915514
20.5,451.179546912421
21,470.917271934777
21.5,475.833451650423
22,536.748036539136
22.5,573.937984888575
23,603.544720834778
23.5,609.30393156532
24,602.780848568419
24.5,588.820530105226
25,607.806040978955
25.5,642.03473037628
26,623.855163707887
26.5,630.524109259375
27,651.79015373702
27.5,703.944788758618
28,755.699144610463
28.5,804.261891312441
29,835.39574842814
29.5,876.283931891157
30,911.79559823909
30.5,941.277056073283
31,936.653411809116
31.5,931.71441018355
32,933.299502980176
32.5,988.579070864053
33,1067.93323808657
33.5,1094.07793661257
34,1171.36851210293
34.5,1202.17842909154
35,1264.1988812052
35.5,1321.71599287194
36,1407.22749244482
36.5,1428.2216108108
37,1411.35618131169
37.5,1470.50164380546
38,1475.02010024002
38.5,1530.80229459809
39,1594.99427624957
39.5,1646.15706295401
40,1693.72796165402
40.5,1725.94186126648
41,1797.23073287494
41.5,1785.98623249445
42,1837.2086066568
42.5,1885.8057799191
43,1923.75683070463
43.5,1952.81311377147
44,1943.27363939025
44.5,2003.3716875752
45,2033.09638149127
45.5,2119.42249819601
46,2192.88988077312
46.5,2209.99435077127
47,2209.36633583657
47.5,2246.67881354037
48,2325.16242351863
48.5,2371.8592149162
49,2401.92373971444
49.5,2400.74601427474
50,2380.562491309
