1,328.895708
1.5,338.9340644
2,320.3218072
2.5,278.9416356
3,253.1515226
3.5,229.8839352
4,217.0797209
4.5,195.6305105
5,170.4380365
5.5,146.7300178
6,123.5444254
6.5,115.2798741
7,118.583324
7.5,121.6830181
8,132.5390356
8.5,126.2677633
9,135.8636191
9.5,140.4059501
10,141.7208289
10.5,144.4452775
11,157.6997439
11.5,171.6017527
12,178.7799395
12.5,190.8587907
13,196.1251532
13.5,210.4488433
14,227.6979575
14.5,235.1730915
15,252.0279396
15.5,284.4642924
16,320.5699346
16.5,366.0102536
17,401.2687191
17.5,449.4173128
18,496.4588221
18.5,542.8152663
19,588.4039538
19.5,635.5629769
20,681.6298185
20.5,736.9655122
21,794.6523594
21.5,860.0633137
22,922.506831
22.5,990.182483
23,1057.430506
23.5,1126.151921
24,1186.326478
24.5,1243.075537
25,1300.567567
25.5,1350.032057
26,1405.671512
26.5,1455.465073
27,1500.265244
27.5,1555.69363
28,1607.474516
28.5,1651.867499
29,1694.556783
29.5,1731.96319
30,1775.535867
30.5,1811.886005
31,1850.482076
31.5,1886.123399
32,1926.464232
32.5,1964.739528
33,2001.559898
33.5,2030.300266
34,2055.38266
34.5,2080.933666
35,2104.450046
35.5,2127.741176
36,2152.877877
36.5,2177.198706
37,2208.553202
37.5,2249.481565
38,2297.29872
38.5,2348.529651
39,2397.391486
39.5,2451.780024
40,2512.984971
40.5,2568.801513
41,2622.701432
41.5,2678.895961
42,2731.943243
42.5,2783.757525
43,2836.696641
43.5,2895.152517
44,2958.284506
44.5,3028.552901
45,3097.113725
45.5,3173.033041
46,3253.371417
46.5,3337.824064
47,3427.189084
47.5,3517.201509
48,3604.198975
48.5,3685.095294
49,3768.352162
49.5,3848.067798
50,3932.117932
50.5,4007.865438
51,4076.055248
51.5,4147.115858
52,4225.906256
52.5,4303.715687
53,4378.672006
53.5,4456.472228
54,4539.268443
54.5,4622.516253
55,4708.679942
55.5,4801.049009
56,4895.849216
56.5,4988.423115
57,5075.5299
57.5,5165.385979
58,5252.934231
58.5,5329.775166
59,5402.546233
59.5,5471.532715
60,5538.874843
60.5,5607.544618
61,5679.12413
61.5,5759.211663
62,5837.476476
62.5,5925.550954
63,6003.485666
63.5,6079.376208
64,6160.539019
64.5,6241.617526
65,6312.484583
65.5,6377.897531
66,6437.569291
66.5,6497.456308
67,6552.075106
67.5,6607.049873
68,6666.93177
68.5,6720.790167
69,6772.263295
69.5,6818.092134
70,6866.660431
70.5,6903.423464
71,6938.848305
71.5,6979.005086
72,7023.264473
72.5,7070.824874
73,7111.204454
73.5,7142.632652
74,7180.418835
74.5,7211.403525
75,7239.660545
75.5,7260.635493
76,7289.193408
76.5,7321.451487
77,7348.303415
77.5,7376.977725
78,7409.582002
78.5,7447.687313
79,7491.879655
79.5,7534.501694
80,7582.624642
80.5,7626.482608
81,7660.235665
81.5,7694.845795
82,7727.575957
82.5,7768.2976
83,7809.896765
83.5,7861.227637
84,7915.633073
84.5,7969.511021
85,8018.792746
85.5,8064.410237
86,8121.498968
86.5,8187.549323
87,8249.698095
87.5,8311.479226
88,8373.117553
88.5,8432.475114
89,8486.249054
89.5,8544.254567
90,8611.62355
90.5,8675.723398
