1,13789.9421676391
1.5,13484.786820202
2,13139.9649892059
2.5,12763.6543359264
3,12358.5316229012
3.5,11945.5863913336
4,11504.1530369292
4.5,11047.5710706592
5,10571.5133053334
5.5,10087.0004820982
6,9602.97314765254
6.5,9125.64712519313
7,8644.68842141917
7.5,7774.13428893829
8,6904.31920606365
8.5,6043.56259849673
9,5215.42816188146
9.5,4430.212133613
10,3686.82824892553
10.5,2972.21175755092
11,2282.92619875926
11.5,1600.24669542897
12,914.788855324931
12.5,253.446194188505
13,-372.996265692755
13.5,-989.002842489327
14,-1587.84748438472
14.5,-2140.71103683379
15,-2659.27842436006
15.5,-3141.68768204483
16,-3592.19669507255
16.5,-3978.71269111857
17,-4313.04604278899
17.5,-4581.21348697545
18,-4787.3744481241
18.5,-4951.77966608936
19,-5082.77265751564
19.5,-5158.47474873951
20,-5211.36502386029
20.5,-5243.96907205408
21,-5265.27379123103
21.5,-5303.83168872275
22,-5361.70417497566
22.5,-5427.64781343563
23,-5505.421867122
23.5,-5602.50386920362
24,-5694.94635246846
24.5,-5781.96680932765
25,-5893.48573297141
25.5,-6024.2329601464
26,-6157.17111293249
26.5,-6275.28939050136
27,-6386.33471238974
27.5,-6469.28661101628
28,-6515.99758705597
28.5,-6541.52161105296
29,-6562.32590776979
29.5,-6566.52173743039
30,-6563.12859336778
30.5,-6553.37142985891
31,-6519.73288893824
31.5,-6460.20268977035
32,-6397.2629051764
32.5,-6303.33854949128
33,-6174.96769333094
33.5,-6000.93371591679
34,-5757.67304509816
34.5,-5454.80400540987
35,-5116.63254450544
35.5,-4738.33168947918
36,-4302.87016649488
36.5,-3827.89794505628
37,-3314.23215100182
37.5,-2739.54637807169
38,-2116.71178038783
38.5,-1457.7802129724
39,-766.784297847356
39.5,-52.2914599798687
40,678.539197198405
40.5,1407.57836314813
41,2145.92350973064
41.5,2884.04504395655
42,3611.25443494971
42.5,4332.24784616203
43,5028.21004171835
43.5,5704.02790049961
44,6347.8901483582
44.5,6970.20370830957
45,7554.29831227274
45.5,8090.97173803354
46,8567.79494629815
46.5,8978.2858727484
47,9324.17034799951
47.5,9631.38890741178
48,9899.38437223177
48.5,10101.0936155762
49,10230.4840532126
49.5,10299.9596003402
50,10287.6046727059
50.5,10192.3857679066
51,10033.9708084876
51.5,9798.05699584996
52,9495.3009314007
52.5,9115.2190872236
53,8675.70648247139
53.5,8162.10035605269
54,7602.31930462779
54.5,6994.19200161172
55,6322.87556936876
55.5,5621.2262970277
56,4879.15313505832
56.5,4128.94168351963
57,3374.26400145554
57.5,2617.2113186085
58,1868.20863836839
58.5,1131.48111969134
59,399.367217939624
59.5,-314.092691815708
60,-1033.28743910399
60.5,-1743.71174438314
61,-2427.7794645554
61.5,-3064.11119902872
62,-3661.4201545722
62.5,-4196.21647195535
63,-4664.99690736394
63.5,-5080.79979884729
64,-5443.43338065863
64.5,-5756.6790789732
65,-6003.80615311743
65.5,-6197.22053908342
66,-6315.93402745807
66.5,-6392.39926257208
67,-6408.10149495838
67.5,-6349.30469620662
68,-6235.69201929421
68.5,-6077.23975748051
69,-5913.26854873352
69.5,-5744.15928652399
70,-5558.42274754665
70.5,-5364.57698303001
71,-5158.12435171295
71.5,-4940.62820819156
72,-4719.3675344801
72.5,-4471.93270407395
73,-4227.36143371842
73.5,-3982.81850414274
74,-3749.22401634059
74.5,-3527.6413841092
75,-3334.41732269015
75.5,-3162.0852084981
76,-3013.92994004989
76.5,-2871.38503162714
77,-2728.87238921422
77.5,-2603.41165210355
78,-2489.05135613242
78.5,-2401.72231398499
79,-2318.2321928475
79.5,-2261.48974255045
80,-2227.5424610961
80.5,-2208.86603363857
81,-2186.5712429385
81.5,-2129.04586216935
82,-2038.31579115802
82.5,-1919.88948908556
83,-1751.40031093043
83.5,-1535.43472397382
84,-1254.85701356568
84.5,-922.286978967855
85,-549.383630652955
85.5,-104.846920619821
86,410.895804218767
86.5,995.832684328913
87,1647.72404283625
87.5,2377.05072186966
88,3174.70127266732
88.5,4038.57504178216
89,4964.85733065334
89.5,5929.75090435734
90,6949.08979053578
90.5,8015.29372640618
91,9136.28880194417
91.5,10300.2377733242
92,11518.9734190626
92.5,12771.8917738251
93,14042.7967923486
93.5,15314.0824075715
94,16570.0899675344
94.5,17799.8847906467
95,18988.5922178083
95.5,20098.9282863281
96,21120.0339141933
96.5,22028.1143532365
97,22830.9698597115
97.5,23518.8257771179
98,24063.4071435222
98.5,24463.3448195185
99,24715.5679616468
99.5,24823.5275915204
100,24777.5925627778
100.5,24583.3923233381
101,24258.4277550755
101.5,23786.9717645748
102,23198.0972736584
102.5,22478.0040806321
103,21648.0907725226
103.5,20719.1061563992
104,19693.7905062845
104.5,18564.9741584826
105,17353.8518395324
105.5,16079.832609114
106,14769.268343671
106.5,13431.4369807847
107,12073.9645609403
107.5,10720.2091467271
108,9395.88851093798
108.5,8118.05642212435
109,6907.48216092847
109.5,5780.17871069284
110,4756.9852586556
110.5,3859.71623590047
111,3078.50909306284
111.5,2424.14038029796
112,1900.36234820728
112.5,1509.32665216025
113,1240.47509586886
113.5,1077.1094575719
114,1031.84773708921
114.5,1100.43828073692
115,1293.86505295771
115.5,1585.15099974362
116,1943.67121881269
116.5,2373.34741937431
117,2890.96419661566
117.5,3491.76632970481
118,4170.25523080259
118.5,4887.31371937682
119,5629.22037686492
119.5,6412.65942943609
120,7227.08124475853
120.5,8069.54927550283
121,8931.82342658317
121.5,9807.27511784125
122,10667.683448613
122.5,11495.6804925212
123,12274.4066211071
123.5,13008.4471316967
124,13692.7804938787
124.5,14323.8871830769
125,14903.345830265
125.5,15449.9309625798
126,15973.9040486277
126.5,16469.6768576765
127,16918.8841749293
127.5,17321.8327894357
128,17687.8493056328
128.5,18049.9921894777
129,18403.34804045
129.5,18729.9987962489
130,19024.2288669831
130.5,19290.0733122284
131,19564.1395925919
131.5,19856.6010666692
132,20135.3608888026
132.5,20397.4927618473
133,20637.7840640802
133.5,20867.1185133484
134,21082.4274969433
134.5,21307.1122615016
135,21559.0775934168
135.5,21852.6919906837
136,22196.0098929146
136.5,22587.0161719392
137,23030.6276766576
137.5,23525.7419649363
138,24047.7938774639
138.5,24590.8410601963
139,25158.6690701141
139.5,25757.5712195309
140,26366.3107629142
140.5,27002.1012034092
141,27644.2981972977
141.5,28298.8199230405
142,28969.5469929049
142.5,29652.9671296131
143,30327.9089863598
143.5,30982.7133796388
144,31619.5792690122
144.5,32263.1405401262
145,32915.7692154859
145.5,33581.1121079686
146,34233.3584611112
146.5,34870.3686827126
147,35482.43092158
147.5,36047.7077688516
