1,229.48418740713976,
1.5,230.08810046858275,
2.0,230.47112627651742,
2.5,223.4248273869174,
3.0,214.62260142341458,
3.5,206.66017864368965,
4.0,199.92719657692822,
4.5,194.1149469922541,
5.0,182.6828709523134,
5.5,168.8043703212217,
6.0,151.76402192583612,
6.5,137.73509363957717,
7.0,126.80379295769254,
7.5,117.5382730963467,
8.0,109.35762779413362,
8.5,102.67020048250737,
9.0,98.12075934978664,
9.5,96.86401576706326,
10.0,101.03579726074115,
10.5,107.08923545476557,
11.0,114.13216301257431,
11.5,122.45771939745329,
12.0,131.73984928716337,
12.5,140.74941628893743,
13.0,151.56268517492651,
13.5,162.42083342694795,
14.0,171.96874821068695,
14.5,182.04151808461225,
15.0,191.678567028688,
15.5,199.92189105536133,
16.0,207.23833236233955,
16.5,214.18951548523935,
17.0,218.49822447417608,
17.5,222.5873768993268,
18.0,225.7457506623785,
18.5,227.74237744944978,
19.0,231.2242489576208,
19.5,238.38001360089686,
20.0,248.53413406079488,
20.5,263.1587609131473,
21.0,283.08531464864916,
21.5,305.6045389746009,
22.0,331.8842290652391,
22.5,360.0520297690024,
23.0,387.21213412522667,
23.5,410.93847974253396,
24.0,432.4778365078211,
24.5,449.88212153535164,
25.0,462.21837479775684,
25.5,471.46324900238847,
26.0,477.29071308927246,
26.5,481.84133034398945,
27.0,487.4054903440385,
27.5,495.74328955254975,
28.0,505.56891311647337,
28.5,517.2898260792498,
29.0,533.1972229075969,
29.5,553.0926265384899,
30.0,577.5895852306581,
30.5,606.1845122976418,
31.0,637.8950806572423,
31.5,672.0961924712494,
32.0,710.6122948112098,
32.5,753.3276995708399,
33.0,797.9744546074439,
33.5,843.8031304102633,
34.0,889.0120507042602,
34.5,933.2819097412715,
35.0,976.1039615156873,
35.5,1017.75151106034,
36.0,1055.544516076104,
36.5,1090.4871003149688,
37.0,1124.0464898781997,
37.5,1155.8146147605744,
38.0,1187.4463581388745,
38.5,1218.7404396427028,
39.0,1250.3540843751075,
39.5,1281.6164201049908,
40.0,1314.5875042149598,
40.5,1348.7866596028634,
41.0,1382.714549808503,
41.5,1418.084132582747,
42.0,1454.6924885782244,
42.5,1493.1743227112293,
43.0,1533.355953080628,
43.5,1575.0075909205527,
44.0,1617.7105776833628,
44.5,1660.8160368543072,
45.0,1706.3868599485104,
45.5,1753.240227312675,
46.0,1800.1769964838613,
46.5,1846.7340249523722,
47.0,1893.1345802875858,
47.5,1940.437062805873,
48.0,1987.5250948684798,
48.5,2034.6844503401792,
49.0,2079.7672988276695,
49.5,2122.5008616205378,
50.0,2165.10183484926,
